availability_365,City,host_id,host_name,id,last_review,latitude,longitude,minimum_nights,name,neighbourhood_cleansed,number_of_reviews,price,room_type
0,Chicago,12549865,Holly,5571262,2025-03-02,41.89738,-87.67208,3,Sunny Tri Level,West Town,161,,Entire home/apt
289,Chicago,28501460,Delia,5576190,2025-03-01,41.76302,-87.57186,1,Rust Room - South Shore Bungalow Lower Floor,South Shore,60,36.00,Private room
349,Chicago,28501460,Delia,5576191,2025-02-27,41.76257,-87.57225,1,Yellow Room - South Shore bungalow,South Shore,42,42.00,Private room
353,Chicago,1876597,Hans,2062638,2024-11-18,41.89821,-87.6572,2,Downtown Urban Oasis 3BR + Huge Deck & Parking!,West Town,227,206.00,Entire home/apt
1,Chicago,1838943,Sunnie/Randolph,2103986,2024-12-22,41.93338,-87.63913,1,Mid-Century Townhouse in Lakeview,Lake View,172,86.00,Private room
305,Chicago,10917550,Nicky,2139407,2024-11-04,41.88849,-87.70648,2,Urban Farm Fun!  Walk to Metra/CTA,Humboldt Park,613,81.00,Entire home/apt
1,Chicago,1385332,Pattaraporn,2298310,2024-12-07,41.80239,-87.60244,3,"Hyde Park / Kenwood, U of Chicago. Free bike.",Kenwood,64,67.00,Private room
1,Chicago,5228189,Matthew,2396340,2025-02-26,41.89634,-87.65608,2,The Woodsman's Gallery at OHC - No Cleaning Fee!,West Town,542,210.00,Entire home/apt
137,Chicago,7000138,Brock & Kim,2437230,2024-12-01,41.94272,-87.68409,2,City Hideaway,North Center,107,162.00,Entire home/apt
338,Chicago,13195824,Amy,5645139,2024-11-19,41.97188,-87.65779,3,Vintage Uptown Loft with Queen Bed & Private Bath,Uptown,227,117.00,Private room
0,Chicago,250400,Daniel Michael,5785758,2024-08-31,41.85253,-87.69803,25,Medical Student Housing,South Lawndale,31,44.00,Private room
90,Chicago,250400,Daniel Michael,5804791,2024-08-23,41.8544,-87.69845,25,Medical School Housing A,South Lawndale,29,49.00,Private room
89,Chicago,250400,Daniel Michael,5805991,2024-07-06,41.85436,-87.69681,25,Medical Student Housing,South Lawndale,27,59.00,Private room
90,Chicago,250400,Daniel Michael,5807478,2023-10-10,41.85276,-87.69828,3,"Sunny Two Bedroom Apartment, Easy Access to Loop",South Lawndale,18,96.00,Entire home/apt
89,Chicago,30356781,Greg,5847065,2024-11-10,41.91775,-87.65508,2,Goose & Fox Hostel Lincoln Park,Lincoln Park,253,137.00,Private room
363,Chicago,22588707,Brandon,5850897,2024-10-13,41.81436,-87.61289,2,"McCormick Place, Downtown Chicago, Museums, & more",Grand Boulevard,37,166.00,Private room
301,Chicago,28811949,Seth & Mike,5851115,2024-10-14,41.87669,-87.72146,32,Great Place Garfield Park 3 Bedroom,West Garfield Park,499,54.00,Entire home/apt
160,Chicago,11710780,Robert,5861971,2024-10-14,41.8867,-87.70783,3,Funky & Cozy Designer Apt/ 4 stops from Downtown,East Garfield Park,226,54.00,Entire home/apt
35,Chicago,12681444,Jenny,2479175,2024-12-14,41.96316,-87.69208,2,Cozy Garden-Subterranean Apartment,Lincoln Square,289,78.00,Entire home/apt
66,Chicago,2768314,Jason,2499596,2025-02-22,41.90006,-87.68096,10,Vintage Apartment in the Heart of the Ukrainian Village,West Town,192,134.00,Entire home/apt
137,Chicago,12877384,Tanya,2515629,2025-03-07,41.88152,-87.69768,7,"Cozy, Quiet, Private bathroom in private room",East Garfield Park,186,35.00,Private room
348,Chicago,34959956,Trevor,7097488,2025-01-01,41.8932,-87.65892,32,Sweet Home Chicago 4 Bedroom/2 Bath,West Town,224,203.00,Entire home/apt
277,Chicago,30507677,Dorene,5874798,2025-02-16,41.93955,-87.65904,2,SuperHost with Private bedroom/bath/entry Lakeview,Lake View,346,102.00,Private room
364,Chicago,31050127,Siddharth,5980645,2024-10-15,41.93483,-87.74135,4,Sidh  Arya,Hermosa,67,50.00,Private room
342,Chicago,30836055,Ying,5996942,2025-03-09,41.82983,-87.67544,3,"Spacious suite near CTA/orange line, McKinley Park",Mckinley Park,193,44.00,Entire home/apt
0,Chicago,2907254,Joseph,6039038,2025-03-02,42.01653,-87.68788,1,05b. Queen futon in Common Room,West Ridge,190,16.00,Shared room
358,Chicago,683529,Joe,6045978,2024-12-27,41.94614,-87.68242,2,Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2,North Center,58,253.00,Entire home/apt
142,Chicago,24705990,Rick,6051322,2022-08-23,41.97183,-87.66786,2,"1BD/1BA steps away from local shops, entertainment",Uptown,6,260.00,Private room
152,Chicago,24705990,Rick,6053269,2021-08-01,41.97106,-87.66777,3,Vibrant Andersonville 2BR w/ in-unit laundry,Uptown,20,318.00,Private room
230,Chicago,31673,Cathy,6057908,2025-02-24,41.93886,-87.65391,2,Lakeview Charmer -with parking!,Lake View,438,128.00,Entire home/apt
165,Chicago,20374823,Nick,6065318,2025-03-11,41.94815,-87.68459,2,"NEW,Roscoe Village,Cubs, Pvt Bath, Pvt Entrance",North Center,579,68.00,Private room
290,Chicago,28183266,Allyson,7176158,2025-02-18,41.9236,-87.69717,1,"Modern Logan Square Apartment, steps from train!",Logan Square,324,144.00,Entire home/apt
39,Chicago,36541232,Gabriel Dylan,7239181,2025-03-09,41.90409,-87.68723,2,"Quiet, artsy, vintage, queer-friendly, Humboldt Pk",West Town,89,40.00,Private room
2,Chicago,3965428,Paul,7264941,2022-09-03,41.88784,-87.61645,90,✪ Great Location Luxury Views Business POOL & SPA✪,Loop,14,216.00,Entire home/apt
64,Chicago,38088944,Amanda,7274926,2024-12-23,41.9268272137597,-87.70849260287889,1,Urban Oasis in the heart of Logan Square,Logan Square,63,40.00,Private room
72,Chicago,686562,Patricia,7319042,2023-10-26,42.00414,-87.67272,32,Private Bedroom + Bath in Rogers Park Family Home,Rogers Park,161,56.00,Private room
124,Chicago,38553561,Drea,7360731,2024-10-13,41.98803976766943,-87.70293607521315,1,Spacious 2 bedroom with hot tub,West Ridge,24,143.00,Private room
343,Chicago,9959757,Jedidiah,7370245,2024-08-01,41.94664,-87.70783,32,The Avondale Attic Unit,Irving Park,93,58.00,Entire home/apt
0,Chicago,24705990,Rick,7384649,2024-08-04,41.97147,-87.66861,5,"Spacious 2BR near concert venues, Wrigley Field",Uptown,35,287.00,Hotel room
227,Chicago,27005011,Doug,6086065,2024-09-18,41.92428,-87.69222,32,Cozy 2 Bedroom Garden Apartment,Logan Square,84,77.00,Entire home/apt
364,Chicago,31669178,Donna,6103492,2024-08-31,41.95993,-87.74773,32,Entire 2 bdrm english garden apt*block 2trains&I94,Portage Park,17,80.00,Entire home/apt
90,Chicago,4267791,Levar,6133986,2021-10-24,41.88796,-87.6445,32,Cool loft in Fulton Market District / West Loop,Near West Side,45,279.00,Entire home/apt
1,Chicago,683529,Joe,6153674,2023-10-01,41.94078,-87.68115,32,Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1,North Center,40,250.00,Entire home/apt
183,Chicago,33154489,Sara,6363328,2025-01-01,41.96857,-87.69577,3,Cozy studio in amazing location,Lincoln Square,252,73.00,Entire home/apt
179,Chicago,31669178,Donna,6365974,2024-08-14,41.65064,-87.54074,32,Cute cozy cottage 20 min 2 downtown,Hegewisch,46,139.00,Entire home/apt
190,Chicago,6700231,Petra,6374350,2025-03-07,41.94812,-87.68333,2,Spacious garden level suite,North Center,235,79.00,Private room
144,Chicago,33221491,Mary,6374890,2024-12-23,41.89972,-87.69722,32,Bright 1bd in Ukrainian / Humboldt,West Town,70,81.00,Entire home/apt
161,Chicago,33245101,Rosa,6378085,2025-01-02,41.95185,-87.70459,2,"Irving Park comfort, Chicago’s North Side",Irving Park,105,122.00,Entire home/apt
89,Chicago,25759643,Tim,7389646,2024-11-17,41.95675,-87.66715,2,Private Queen Bedroom and En Suite Bath,Lake View,229,102.00,Private room
320,Chicago,5050949,Abigail,7421326,2024-09-01,41.93066,-87.69724,2,Art filled apartment in Logan,Logan Square,116,217.00,Entire home/apt
315,Chicago,39290149,Vanessa & Charlie,7509321,2025-02-09,41.911473,-87.676601,2,"Lively Wicker Park 2br, Steps to Damen Blue Line",West Town,335,69.00,Entire home/apt
264,Chicago,35342456,Roberto,7562307,2019-11-16,41.93882,-87.757,32,LT “Cozy Suite” 2 Private Bedrooms - 420Friendly,Portage Park,26,181.00,Private room
0,Chicago,214243,Sarah,6386641,2025-01-02,41.89225,-87.67496,2,Apartment in Arty Historic West Town Home,West Town,50,145.00,Entire home/apt
336,Chicago,5228189,Matthew,6423299,2025-02-17,41.8948,-87.65661,2,The Craftsman Gallery at OHC - No Cleaning Fee!,West Town,372,204.00,Entire home/apt
364,Chicago,31669178,Donna,6424931,2023-05-21,41.95965,-87.74889,32,block2Metra& BlueLine*20 min 2 loop,Portage Park,16,137.00,Entire home/apt
168,Chicago,5640784,Dean,6447131,2024-12-08,41.8972,-87.63442,30,River North's Finest - Monthly,Near North Side,197,159.00,Entire home/apt
1,Chicago,33813743,Zandra,6472628,2023-08-06,41.84998,-87.67714,32,Pilsen Custom Home,Lower West Side,50,68.00,Private room
274,Chicago,28172807,Sadie Rose And Patrick,6480445,2025-01-20,41.93395,-87.71078,2,Tree top 2nd floor 3 bedrm Apt,Avondale,316,147.00,Entire home/apt
41,Chicago,4591141,Moudi,6504170,2025-03-03,41.89867,-87.67012,5,West Town Traveler's Lodge,West Town,637,146.00,Entire home/apt
364,Chicago,683529,Joe,6515667,2023-11-26,41.91268,-87.63895,32,2BD/1B Old Town!   Walk to North Ave. Beach & Zoo,Lincoln Park,87,308.00,Entire home/apt
354,Chicago,683529,Joe,6528643,2023-12-04,41.94342,-87.68121,32,2bd/2b close to EL-shopping-dining-cafes,North Center,68,187.00,Entire home/apt
364,Chicago,683529,Joe,6528832,2023-11-27,41.91285,-87.63864,32,2BD/2BA  2 blks to EL-Lincoln Pk Zoo-walk to beach,Lincoln Park,85,210.00,Entire home/apt
0,Chicago,6427776,Thanh,7564825,2024-10-15,41.92484,-87.72377,2,Logan Square 3 bedrms with parking,Logan Square,146,150.00,Entire home/apt
279,Chicago,39699805,Mark,7572706,2025-01-19,41.94351176522624,-87.66003209499836,2,Wrigleyville Greystone,Lake View,182,299.00,Entire home/apt
244,Chicago,39707371,Judy,7573465,2024-12-08,41.96564474689193,-87.75422438431359,3,Judy's Portage Park Bungalow Queen Bed,Portage Park,95,,Private room
212,Chicago,39707371,Judy,7575577,2024-10-14,41.96512,-87.75233,3,Judy's Portage Park Bungalow w/Daybed,Portage Park,49,,Private room
365,Chicago,683529,Joe,6528867,2023-12-27,41.91285,-87.63864,32,2BD/2BA 2 blck to EL-Walk to Zoo & Beach,Lincoln Park,81,211.00,Entire home/apt
365,Chicago,683529,Joe,6528967,2023-09-17,41.94078,-87.68115,32,Roscoe 3BD/2BA walk to shops/cafes (vn2),North Center,52,195.00,Entire home/apt
135,Chicago,2392656,Brett,6553226,2025-02-17,41.90223,-87.67265,3,Tea Studio in Wicker Park Spring Factory,West Town,245,274.00,Entire home/apt
348,Chicago,34396037,Kristy,6576714,2025-02-16,41.77555,-87.59546,2,Private BR;Parking by UofC/HydePark,Woodlawn,148,75.00,Private room
232,Chicago,5212119,Mark,6588681,2025-01-01,41.9305,-87.70307,2,Logan Square Studio,Logan Square,521,105.00,Entire home/apt
290,Chicago,11581930,Beatrice,6612044,2025-03-09,41.97104,-87.69654,2,Private suite in Lincoln Square,Lincoln Square,409,115.00,Entire home/apt
38,Chicago,34473759,Kerry,6634916,2024-11-03,41.97186,-87.69521,3,Rooms in Vintage-Style Lincoln Square Condominium,Lincoln Square,210,98.00,Private room
30,Chicago,21924626,Nathan,6644005,2024-09-08,41.94331,-87.6486,2,Boutique Design Condo with Rooftop Terrace,Lake View,45,406.00,Entire home/apt
279,Chicago,1089952,Beth,7582520,2025-03-10,41.95931,-87.69237,2,"Cozy, Quiet, Garden Getaway!",North Center,461,103.00,Entire home/apt
1,Chicago,4336170,Catrina,7583774,2024-10-14,41.92904,-87.66201,32,Comfy Room in Vintage WalkUp,Lincoln Park,60,63.00,Private room
257,Chicago,172402450,Lora,7602989,2025-02-23,41.94019,-87.65235,2,Downtown Lakeview Penthouse w/ private balcony 04,Lake View,506,128.00,Entire home/apt
240,Chicago,25320970,Kimberly,7617158,2025-02-17,41.95873,-87.66981,1,Cozy Lakeview Apt-Walk to Wrigley & Free Parking!,Lake View,111,151.00,Entire home/apt
264,Chicago,35342456,Roberto,7646381,2024-06-03,41.93934,-87.75622,2,“The Mascaraed Suite” 420 Friendly Home,Portage Park,25,300.00,Entire home/apt
67,Chicago,4163320,Meka,7649812,2025-02-28,41.87988,-87.66982,32,"Loft Near United Center, UIC, and Rush Hospital.",Near West Side,14,153.00,Entire home/apt
226,Chicago,3574415,Marvin Stanley,6654182,2024-12-23,41.90409,-87.63316,32,"1 BD Condo by downtown,park,lake",Near North Side,76,141.00,Entire home/apt
180,Chicago,31719241,Susan,6673071,2019-05-24,41.92909,-87.66318,180,"RARE FIND Luxury 4BR, 3BTH. Lincoln Park/DePaul",Lincoln Park,27,640.00,Entire home/apt
336,Chicago,25505766,Danielle,6686012,2025-02-25,41.92445304589874,-87.70270598989589,2,2BR Bursting w/ Character in Hip Logan Square!,Logan Square,539,170.00,Entire home/apt
360,Chicago,683529,Joe,6713251,2023-11-25,41.94099,-87.68047,32,Trendy Roscoe Village 2BD/2BA w/Fireplace Cozy,North Center,37,241.00,Entire home/apt
358,Chicago,683529,Joe,6716477,2023-09-03,41.94072,-87.68115,32,"3BD/2BA Perfect 4 Families,walk to shops/cafes",North Center,56,271.00,Entire home/apt
356,Chicago,683529,Joe,6716705,2023-10-14,41.94072,-87.68115,32,3BD/2BA (vs2) Perfect 4 Families/walk to shops,North Center,60,278.00,Entire home/apt
1,Chicago,32200299,Nate,6724355,2024-10-15,41.78355,-87.61363,2,NIce 2 Bedroom Private Condo,Woodlawn,127,151.00,Entire home/apt
365,Chicago,35241159,Oliver,6729727,2020-03-14,41.97044,-87.65735,32,Classic Chicago Greystone Apt. ( Support a Cause),Uptown,146,101.00,Private room
365,Chicago,4010906,Bobbie,6736478,2022-09-19,41.81754,-87.61305,5,King Ahasuerus Suite,Grand Boulevard,4,157.00,Private room
0,Chicago,40319547,Josh,7678127,2025-02-28,41.948759,-87.658692,2,Hear the Crowd Roar from a Condo Moments Away from Wrigley,Lake View,343,229.00,Entire home/apt
7,Chicago,40401910,Scott,7692835,2025-03-02,41.99439,-87.67069,2,Cozy Coach House,Edgewater,413,62.00,Entire home/apt
179,Chicago,27077065,Anthony,7713352,2024-08-10,41.90518,-87.68902,32,Quiet & Private bedroom near it all,West Town,76,78.00,Private room
282,Chicago,36300208,Maria,7718819,2024-11-05,41.93423,-87.73024,60,Logan Square -  Queen Comfort,Avondale,14,38.00,Private room
1,Chicago,26164763,Nicole And Steve,7760721,2024-10-19,41.90941,-87.67287,5,Wicker Park Family Home With Outdoor Space,West Town,16,546.00,Entire home/apt
330,Chicago,1649647,Bianca,6750168,2024-07-05,41.91306,-87.66797,32,Hip Homebase 420 ok - 2br apt NO parties,West Town,238,243.00,Entire home/apt
0,Chicago,1649647,Bianca,6757098,2024-08-10,41.8933,-87.67641,32,Charming Neighborhood 2br Apt!,West Town,235,211.00,Entire home/apt
191,Chicago,4010906,Bobbie,6768827,2024-10-16,41.81844,-87.61503,5,Space of Grace,Grand Boulevard,15,114.00,Private room
365,Chicago,683529,Joe,6780171,2023-10-08,41.9435,-87.67674,32,Roscoe Village 2BD/1BA Fireplace E1,North Center,56,170.00,Entire home/apt
115,Chicago,35506107,Eileen,6782452,2025-03-11,41.97654,-87.66111,2,Updated full floor urban retreat private suite,Edgewater,459,77.00,Private room
17,Chicago,34317953,Carrie,6790448,2024-10-13,41.92902,-87.72025,2,Small bedroom in Logan Square!,Logan Square,27,45.00,Private room
357,Chicago,683529,Joe,6793653,2024-10-13,41.9435,-87.67674,32,4BD/2BA Suite w/Fireplace (re2) Perfect 4 Families,North Center,65,311.00,Entire home/apt
1,Chicago,683529,Joe,6853688,2023-11-23,41.93723,-87.6828,32,2BD/1BA Suite w/Fireplace (hp1) FREE PARKING!!,North Center,49,192.00,Entire home/apt
1,Chicago,6341314,Pillowhead,7772110,2025-03-03,41.88763,-87.65002,2,Spacious 4-Level/4-Bedroom Townhouse in West Loop,Near West Side,243,690.00,Entire home/apt
159,Chicago,40958585,Dorian,7783924,2025-02-23,41.84767,-87.63434,1,Fantastic Guest room in Chinatown!  ️,Armour Square,321,69.00,Private room
295,Chicago,172402450,Lora,7810030,2025-02-23,41.8978,-87.68158,2,#1 neighborhood in Chicago w/ private balcony,West Town,584,113.00,Entire home/apt
365,Chicago,40425145,Grace,7825273,2023-05-09,41.95965,-87.7314,32,"Private, nice room/Blue Line/",Irving Park,84,51.00,Private room
353,Chicago,683529,Joe,6853914,2023-09-20,41.93723,-87.6828,32,4 BD/2 BA Apartment (hp2),North Center,57,281.00,Entire home/apt
353,Chicago,683529,Joe,6854069,2023-11-25,41.92751,-87.65011,32,Lincoln Park 1BD/1BA Apt (1f),Lincoln Park,84,218.00,Entire home/apt
267,Chicago,35342456,Roberto,6855475,2025-02-10,41.93941,-87.75622,2,“The Blue Butterfly Queen Suite” - FreeParking,Portage Park,83,71.00,Private room
364,Chicago,683529,Joe,6863046,2024-02-04,41.92751,-87.65011,32,Lincoln Park 2BD/1BA Fireplace #1r,Lincoln Park,63,310.00,Entire home/apt
365,Chicago,683529,Joe,6863178,2024-06-10,41.92751,-87.65011,32,Lincoln Park 4BD/2BA Fireplace (2),Lincoln Park,103,237.00,Entire home/apt
1,Chicago,35980410,Greg,6866384,2024-11-16,41.78904,-87.5879,32,"Quaint studio apartment in Hyde Park,",Hyde Park,4,59.00,Entire home/apt
216,Chicago,36140345,Melissa,6897078,2025-01-03,41.901756,-87.671387,3,Stylish First Flr. Studio. Best Location Division+Hermitage.,West Town,262,132.00,Entire home/apt
0,Chicago,15226289,Anton,6945901,2025-01-03,41.91785,-87.71819,3,Sunny and Funky 2-bedroom in Logan Square,Logan Square,55,89.00,Entire home/apt
289,Chicago,22608682,Ryan,6957805,2025-02-28,41.88302,-87.7096,1,"Teal Room - King Bed, near CTA, 20min to Downtown",East Garfield Park,598,42.00,Private room
364,Chicago,40425145,Grace,7825308,2022-09-18,41.9582,-87.73148,35,Screened living room  with  sofa bed /Blue Line /,Irving Park,61,50.00,Shared room
0,Chicago,23791359,Milijana,7875516,2021-04-18,41.97124,-87.77548,32,Bright Sunny Top Floor Apartment,Jefferson Park,12,55.00,Entire home/apt
0,Chicago,41634086,Carlton,7896539,2022-10-24,41.743,-87.6935,2,Near Midway Airport great vacation & travel nurses,Ashburn,148,,Entire home/apt
365,Chicago,41690970,Hana,7906341,2023-10-09,42.00787656057239,-87.66999620427688,32,1 of 2 beds-2nd furnished bedroom-,Rogers Park,8,55.00,Shared room
257,Chicago,871911,Mo  &  Ganna,7919400,2025-01-05,41.94662,-87.65188,1,Cozy Bedroom in Wrigleyville (Entire Apt),Lake View,216,125.00,Entire home/apt
275,Chicago,36300208,Maria,6967492,2024-08-10,41.93465,-87.73009,60,Logan Square -Green Room,Avondale,12,51.00,Private room
0,Chicago,36549783,Jeffrey,6975132,2023-06-24,41.962921,-87.735283,32,Garden Crashpad 2BR near Blue Line,Irving Park,104,187.00,Entire home/apt
0,Chicago,33605887,Ewa,6990105,2025-03-05,41.90089,-87.66546,1,Great location. Free parking.,West Town,784,88.00,Entire home/apt
56,Chicago,22550008,Alex & Annie,6993421,2024-12-20,41.90358,-87.63414,32,Spacious Old Town Condo 2 BD/1 BA,Near North Side,121,107.00,Entire home/apt
263,Chicago,15013308,Christina,6994290,2019-10-14,41.9182,-87.69768,32,Loft like space in Logan Square,Logan Square,76,329.00,Entire home/apt
48,Chicago,29716517,Ronald L,7025225,2024-10-14,41.89834,-87.69155,2,Trendy Space Close to WickerPark@Ukrainian Village,West Town,281,89.00,Private room
142,Chicago,24705990,Rick,7092080,2022-12-29,41.97146,-87.66882,3,"Bright 1BR w/ shared Roof Deck, close to beach",Uptown,44,,Hotel room
239,Chicago,18714715,Aiste,9995220,2024-10-05,41.88134,-87.68796,32,"Superb Private Rm, close to bus, stores & food [F3",Near West Side,41,50.00,Private room
146,Chicago,40871799,Gerrit,7975015,2024-11-24,41.97567,-87.66459,3,An Andersonville Gem!,Uptown,71,256.00,Entire home/apt
0,Chicago,24341986,Ewa,7989457,2024-10-28,41.90348,-87.69594,1,East Humboldt Park Vintage Charm,West Town,162,76.00,Private room
176,Chicago,42247480,Algenoy,8031382,2024-11-19,41.82453,-87.61734,2,Minutes from EVERYTHING!,Douglas,243,114.00,Entire home/apt
100,Chicago,8945919,John,8051756,2025-01-10,41.89596,-87.62714,32,Spring Special! Steps to Michigan Avenue!,Near North Side,19,73.00,Entire home/apt
53,Chicago,19518653,Can,10014344,2025-02-23,41.9476203918457,-87.70626068115234,2,"Warm&Spacious 2Br Apt by CTA Blue, Easy Parking!",Irving Park,193,89.00,Entire home/apt
239,Chicago,18714715,Aiste,10034077,2024-07-11,41.88097,-87.68732,32,Convenient Bright Private Room nr Bus & Stores [B3,Near West Side,37,57.00,Private room
208,Chicago,51668477,Michael,10069247,2025-03-12,41.8911,-87.63057,1,"Artist Loft, Private Room",Near North Side,941,106.00,Private room
352,Chicago,11910936,Karen,10070422,2020-08-24,41.78414,-87.60687,7,5min walk to UnivOfChgo. Modern LUXE,Woodlawn,66,49.00,Private room
1,Chicago,11910936,Karen,10071396,2024-11-04,41.78171,-87.60619,10,5min walk to UnivOfChgo. MODERN Luxe,Woodlawn,81,113.00,Private room
354,Chicago,11910936,Karen,10072035,2023-12-23,41.78191,-87.60677,10,5min walk to UnivOfChicago. MODERN LUXE,Woodlawn,93,55.00,Private room
